010.000.0406.00,Difenhidramina. Solución inyectable. Cada frasco ámpula contiene: Clorhidrato de difenhidramina 100 mg. Envase con frasco ámpula de 10 ml,Pieza
010.000.0408.00,Clorfenamina. Jarabe. Cada mililitro contiene: Maleato de clorfenamina 0.5 mg. Envase con 60 ml,Pieza
010.000.0426.00,Aminofilina. Solución Inyectable. Cada ampolleta contiene: Aminofilina 250 mg. Envase con 5 ampolletas de 10 ml,Pieza
010.000.0429.00,Salbutamol. Suspensión en aerosol. Cada inhalador contiene: Salbutamol 20 mg o Sulfato de salbutamol equivalente a 20 mg de salbutamol. Envase con inhalador con 200 dosis de 100 µg,Pieza
010.000.0431.00,Salbutamol. Jarabe. Cada 5 ml contienen: Sulfato de salbutamol equivalente a 2 mg de salbutamol. Envase con 60 ml,Pieza
010.000.0432.00,Terbutalina. Solución Inyectable. Cada ml contiene: Sulfato de terbutalina 0.25 mg. Envase con 3 ampolletas,Pieza
010.000.0433.00,Terbutalina. Tableta. Cada Tableta contiene: Sulfato de terbutalina 5 mg. Envase con 20 Tabletas,Pieza
010.000.0437.00,Teofilina. Comprimido o Tableta o Cápsula de Liberación Prolongada. Cada Comprimido Tableta o Cápsula contiene: Teofilina anhidra 100 mg. Envase con 20 Comprimidos o Tabletas o Cápsulas de Liberación Prolongada,Pieza
010.000.0438.00,Terbutalina. Polvo. Cada dosis contiene: Sulfato de terbutalina 0.5 mg. Envase con inhalador para 200 dosis,Pieza
010.000.0439.00,Salbutamol. Solución para nebulizador. Cada 100 ml contienen: Sulfato de salbutamol 0.5 g. Envase con 10 ml,Pieza
010.000.0440.00,Fluticasona. Suspensión en aerosol. Cada dosis contiene: Propionato de Fluticasona 50µg. Envase con un frasco presurizado para 60 dosis,Pieza
010.000.0441.00,Salmeterol. Suspensión en aerosol. Cada gramo contiene: Xinafoato de salmeterol equivalente a 0.330 mg de salmeterol. Envase con inhalador con 12 g para 120 dosis de 25 µg,Pieza
010.000.0442.00,Salmeterol fluticasona. Polvo. Cada dosis contiene Xinafoato de salmeterol equivalente a 50 µg de salmeterol. Propionato de Fluticasona 100 µg. Envase con dispositivo inhalador para 60 dosis,Pieza
010.000.0443.00,"Salmeterol fluticasona. Suspensión en aerosol. Cada dosis contiene: Xinafoato de salmeterol equivalente a 25 µg de salmeterol. Propionato de fluticasona 50 µg. Envase con dispositivo inhalador para 120 dosis",Pieza
010.000.0445.00,Budesonida-formoterol. Polvo. Cada gramo contiene: Budesonida 90 mg. Fumarato de formoterol dihidratado 5 mg. Envase con frasco inhalador dosificador con 60 dosis con 80 µg /4.5 µg cada una,Pieza
010.000.0446.00,Budesonida-formoterol. Polvo. Cada gramo contiene: Budesonida 180 mg. Fumarato de formoterol dihidratado 5 mg. Envase con frasco inhalador dosificador con 60 dosis con 160 µg/4.5 µg cada una,Pieza
010.000.0447.00,Salmeterol fluticasona. Polvo. Cada dosis contiene: Xinafoato de salmeterol equivalente a 50 µgde salmeterol Propionato de fluticasona 500 µg. Envase con dispositivo inhalador para 60 dosis,Pieza
010.000.0450.00,Fluticasona. Suspensión en aerosol. Cada dosis contiene: Propionato de fluticasona 50µg. Envase con un frasco presurizado para 120 dosis,Pieza
010.000.0463.00,Ketotifeno. Solución Oral. Cada 100 ml contienen: Fumarato ácido de ketotifeno equivalente a 20 mg de ketotifeno. Envase con 120 ml y dosificador,Pieza
010.000.0464.00,Cromoglicato de sodio. Suspensión Aerosol. Cada inhalador contienen: Cromoglicato disódico 560 mg. Envase con espaciador para 112 dosis de 5 mg,Pieza
010.000.0472.00,Prednisona. Tableta. Cada Tableta contiene: Prednisona 5 mg. Envase con 20 Tabletas,Pieza
010.000.0473.00,Prednisona. Tableta. Cada Tableta contiene: Prednisona 50 mg. Envase con 20 Tabletas,Pieza
010.000.0474.00,Hidrocortisona. Solución Inyectable. Cada frasco ámpula contiene: Succinato sódico de hidrocortisona equivalente a 100 mg de hidrocortisona. Envase con 50 frascos ámpula y 50 ampolletas con 2 ml de diluyente,Pieza
010.000.0476.00,Metilprednisolona. Solución Inyectable. Cada frasco ámpula con liofilizado contiene Succinato sódico de metilprednisolona equivalente a 500 mg de metilprednisolona. Envase con 50 frascos ámpula y 50 ampolletas con 8 ml de diluyente,Pieza
010.000.0477.00,Dipropionato de Beclometasona. Suspensión en aerosol. Cada inhalación contiene: Dipropionato de Beclometasona 50 µg. Envase con dispositivo inhalador para 200 dosis,Pieza
010.000.0502.00,Digoxina. Tableta. Cada tableta contiene: Digoxina 0.25 mg. Envase con 20 Tabletas,Pieza
010.000.0503.00,Digoxina. Elíxir. Cada ml contiene: Digoxina 0.05 mg. Envase conteniendo 60 ml con gotero calibrado de 1 ml integrado o adjunto al frasco y le sirve de tapa,Pieza
010.000.0504.00,Digoxina. Solución Inyectable. Cada ampolleta contiene: Digoxina 0.5 mg. Envase con 6 ampolletas de 2 ml,Pieza
010.000.0514.00,Paracetamol. Supositorio. Cada supositorio contiene: paracetamol 100 mg. Envase con 3 supositorios,Pieza
010.000.0514.01,Paracetamol. Supositorio. Cada supositorio contiene: paracetamol 100 mg. Envase con 6 supositorios,Pieza
010.000.0514.02,Paracetamol. Supositorio. Cada supositorio contiene: paracetamol 100 mg. Envase con 10 supositorios,Pieza
010.000.0522.00,Lidocaína. Solución Inyectable. Cada ampolleta contiene: Clorhidrato de lidocaína 100 mg. Envase con 1 ampolleta de 5 ml,Pieza
010.000.0523.00,Sales de Potasio. Tableta soluble o efervescente. Cada tableta contiene: Bicarbonato de Potasio 766 mg. Bitartrato de Potasio 460 mg. Acido Cítrico 155 mg. Envase con 50 tabletas solubles,Pieza
010.000.0524.00,"Cloruro de potasio. Solución Inyectable. Cada ampolleta contiene: Cloruro de potasio 1.49 g. (20 mEq de potasio, 20 mEq de cloro). Envase con 50 ampolletas con 10 ml",Pieza
010.000.0525.00,Fenitoína. Tableta o Cápsula. Cada Tableta o Cápsula contiene: Fenitoína sódica 100 mg. Envase con 50 Tabletas o Cápsulas,Pieza
010.000.0527.00,Quinidina. Tableta. Cada Tableta contiene: Sulfato de quinidina 200 mg. Envase con 20 Tabletas,Pieza
010.000.0530.00,Propranolol. Tableta. Cada Tableta contiene: Clorhidrato de propranolol 40 mg. Envase con 30 Tabletas,Pieza
010.000.0537.00,Propafenona. Tableta. Cada Tableta contiene: Clorhidrato de Propafenona 150 mg. Envase con 20 Tabletas,Pieza
010.000.0539.00,Propranolol. Tableta. Cada Tableta contiene: Clorhidrato de Propranolol 10 mg. Envase con 30 Tabletas,Pieza
010.000.0561.00,Clortalidona. Tableta. Cada tableta contiene: Clortalidona 50 mg. Envase con 20 Tabletas,Pieza
010.000.0566.00,Metildopa. Tableta. Cada Tableta contiene: Metildopa 250 mg. Envase con 30 Tabletas,Pieza
010.000.0568.00,Diazóxido. Solución inyectable. Cada ampolleta contiene: Diazóxido 300 mg. Envase con una ampolleta de 20 ml (15 mg/ml),Pieza
010.000.0569.00,Nitroprusiato de sodio. Solución Inyectable. Cada frasco ámpula con polvo o Solución contiene: Nitroprusiato de sodio 50 mg. Envase con un frasco ámpula con o sin diluyente,Pieza
010.000.0570.00,Hidralazina. Tableta. Cada Tableta contiene: Clorhidrato de hidralazina 10 mg. Envase con 20 Tabletas,Pieza
010.000.0572.00,Metoprolol. Tableta. Cada Tableta contiene: Tartrato de metoprolol 100 mg. Envase con 20 Tabletas,Pieza
010.000.0573.00,Prazosina. Cápsula o Comprimido. Cada Cápsula o Comprimido contiene: Clorhidrato de prazosina equivalente a 1 mg de prazosina. Envase con 30 Cápsulas o Comprimidos,Pieza
010.000.0574.00,Captopril. Tableta. Cada Tableta contiene: Captopril 25 mg. Envase con 30 Tabletas,Pieza
010.000.0591.00,Trinitrato de glicerilo. Cápsula o Tableta Masticable. Cada Cápsula o Tableta Masticable contiene: Trinitrato de glicerol 0.8 mg. Envase con 24 Cápsulas o Tabletas Masticables,Pieza
010.000.0592.00,Isosorbida. Tableta sublingual. Cada Tableta contiene: Dinitrato de isosorbida 5 mg. Envase con 20 Tabletas sublinguales,Pieza
010.000.0593.00,Isosorbida. Tableta. Cada Tableta contiene: Dinitrato de isosorbida 10 mg. Envase con 20 Tabletas,Pieza
010.000.0596.00,Verapamilo. Gragea o Tableta ReCubierta. Cada Gragea o Tableta ReCubierta contiene: Clorhidrato de verapamilo 80 mg. Envase con 20 Grageas o Tabletas ReCubiertas,Pieza
010.000.0597.00,Nifedipino. Cápsula de Gelatina blanda. Cada Cápsula contiene: Nifedipino 10 mg. Envase con 20 Cápsulas,Pieza
010.000.0598.00,Verapamilo. Solución Inyectable. Cada ampolleta contiene: Clorhidrato de verapamilo 5 mg. Envase con 2 ml (2.5 mg/ml),Pieza
010.000.0599.00,Nifedipino. Comprimido de Liberación Prolongada. Cada Comprimido contiene: Nifedipino 30 mg. Envase con 30 Comprimidos,Pieza
010.000.0611.00,Epinefrina. Solución Inyectable. Cada ampolleta contiene: Epinefrina 1 mg (1:1 000). Envase con 50 ampolletas con 1 ml,Pieza
010.000.0612.00,Norepinefrina. Solución Inyectable. Cada ampolleta contiene: Bitartrato de norepinefrina equivalente a 4 mg de norepinefrina. Envase con 50 ampolletas de 4 ml,Pieza
010.000.0614.00,Dopamina. Solución Inyectable. Cada ampolleta contiene: Clorhidrato de dopamina 200 mg. Envase con 5 ampolletas con 5 ml,Pieza
010.000.0615.00,Dobutamina. Solución Inyectable. Cada frasco ámpula o ampolleta contiene: Clorhidrato de dobutamina equivalente a 250 mg de dobutamina. Envase con 5 ampolletas con 5 ml cada una,Pieza
010.000.0615.01,Dobutamina. Solución Inyectable. Cada frasco ámpula o ampolleta contiene: Clorhidrato de dobutamina equivalente a 250 mg de dobutamina. Envase con un frasco ámpula con 20 ml,Pieza
010.000.0621.00,Heparina. Solución Inyectable. Cada frasco ámpula contiene: Heparina sódica equivalente a 10 000 UI de heparina. Envase con 50 frascos ámpula con 10 ml (1000 UI/ml),Pieza
010.000.0622.00,Heparina. Solución Inyectable. Cada frasco ámpula contiene: Heparina sódica equivalente a 25 000 UI de heparina. Envase con 50 frascos ámpula con 5 ml (5000 UI/ml),Pieza
010.000.0623.00,Warfarina. Tableta. Cada Tableta contiene: Warfarina sódica 5 mg. Envase con 25 Tabletas,Pieza
010.000.0624.00,Acenocumarol. Tableta. Cada Tableta contiene: Acenocumarol 4 mg. Envase con 20 tabletas,Pieza
010.000.0624.01,Acenocumarol. Tableta. Cada Tableta contiene: Acenocumarol 4 mg. Envase con 30 tabletas,Pieza
010.000.0625.00,Protamina. Solución Inyectable. Cada ampolleta de 5 mililitros contiene: Sulfato de protamina 71.5 mg. Envase con ampolleta con 5 ml,Pieza
010.000.0626.00,Fitomenadiona. Solución o Emulsión Inyectable. Cada ampolleta contiene: Fitomenadiona 10 mg. Envase con 3 ampolletas de 1 ml,Pieza
010.000.0626.01,Fitomenadiona. Solución o Emulsión Inyectable. Cada ampolleta contiene: Fitomenadiona 10 mg. Envase con 5 ampolletas de 1 ml,Pieza
010.000.0641.00,Dextrán. Solución Inyectable al 10%. Cada 100 mililitros contienen: dextrán (40 000): 10 g Glucosa 5 g. Envase con 500 ml,Pieza
010.000.0642.00,Dipiridamol. Solución Inyectable. Cada ampolleta contiene: Dipiridamol 10 mg. Envase con 1 ampolletas con 2 ml (5 mg/ml),Pieza
010.000.0642.01,Dipiridamol. Solución Inyectable. Cada ampolleta contiene: Dipiridamol 10 mg. Envase con 3 ampolletas con 2 ml (5 mg/ml),Pieza
010.000.0642.02,Dipiridamol. Solución Inyectable. Cada ampolleta contiene: Dipiridamol 10 mg. Envase con 5 ampolletas con 2 ml (5 mg/ml),Pieza
010.000.0642.03,Dipiridamol. Solución Inyectable. Cada ampolleta contiene: Dipiridamol 10 mg. Envase con 10 ampolletas con 2 ml (5 mg/ml),Pieza
010.000.0655.00,Bezafibrato. Tableta. Cada Tableta contiene: Bezafibrato 200 mg. Envase con 30 Tabletas,Pieza
010.000.0656.00,Ácido nicotínico. Tableta. Cada Tableta contiene: Ácido nicotínico 500 mg. Envase con 50 Tabletas,Pieza
010.000.0657.00,Pravastatina. Tableta. Cada Tableta contiene: Pravastatina sódica 10 mg. Envase con 30 Tabletas,Pieza
010.000.0801.00,Baño coloide. Polvo. Cada gramo contiene: Harina de soya 965 mg (contenido proteico 45%) Polividona 20 mg. Envase con un sobre individual de 90 g,Pieza
010.000.0801.01,Baño coloide. Polvo. Cada gramo contiene: Harina de soya 965 mg (contenido proteico 45%) Polividona 20 mg. Envase con dos sobres individuales de 90 g,Pieza
010.000.0804.00,Óxido de zinc. Pasta. Cada 100 g contienen: Óxido de zinc 25. 0 g. Envase con 30 g,Pieza
010.000.0811.00,Fluocinolona. Crema. Cada g contiene: Acetónido de fluocinolona 0.1 mg. Envase con 20 g,Pieza
010.000.0813.00,Hidrocortisona. Crema. Cada g contiene: 17 Butirato de hidrocortisona 1 mg. Envase con 15 g,Pieza
010.000.0822.00,Benzoilo. Loción Dérmica o Gel Dérmico. Cada 100 mililitros o gramos contienen: Peróxido de benzoilo 5 g. Envase con 30 ml,Pieza
010.000.0822.01,Benzoilo. Loción Dérmica o Gel Dérmico. Cada 100 mililitros o gramos contienen: Peróxido de benzoilo 5 g. Envase con 50 ml,Pieza
010.000.0822.02,Benzoilo. Loción Dérmica o Gel Dérmico. Cada 100 mililitros o gramos contienen: Peróxido de benzoilo 5 g. Envase con 60 g,Pieza
010.000.0831.00,Alantoina y alquitrán de hulla. Suspensión Dérmica. Cada ml contiene: alantoína 20.0 mg alquitrán de hulla 9.4 mg. Envase con 120 ml,Pieza
010.000.0861.00,Bencilo. Emulsión Dérmica. Cada ml contiene: Benzoato de bencilo 300 mg. Envase con 120 ml,Pieza
010.000.0865.00,Permetrina. Solución. Cada 100 ml contienen: Permetrina 1 g. Envase con 110 ml,Pieza
010.000.0871.00,Alibour. Polvo. Cada gramo contiene: Sulfato de Cobre 177.0 mg Sulfato de Zinc 619.5 mg alcanfor 26.5 mg. Envase con 12 sobres con 2.2 g,Pieza
010.000.0872.00,Clioquinol. Crema. Cada g contiene: Clioquinol 30 mg. Envase con 20 g,Pieza
010.000.0891.00,Miconazol. Crema. Cada gramo contiene: Nitrato de miconazol 20 mg. Envase con 20 g,Pieza
010.000.0901.00,Podofilina. Solución Dérmica. Cada ml contiene: Resina de podofilina 250 mg. Envase con 5 ml,Pieza
010.000.0903.00,Fluorouracilo. Crema o Ungüento. Cada gramo contiene: 5- Fluorouracilo 50 mg. Envase con 20 g,Pieza
010.000.0904.00,Ácido retinoico. Crema. Cada 100 gramos contienen: Ácido retinoico 0.05 g. Envase con 20 g,Pieza
010.000.0906.00,Dapsona. Tableta. Cada Tableta contiene: Dapsona 100 mg. Envase con 1000 Tabletas,Pieza
010.000.0909.00,Lanolina y aceite mineral. Ungüento Oftálmico. Cada 100 g contiene: Lanolina 3.0 g Aceite mineral 3.0 g. Envase con 4 g,Pieza
010.000.0910.00,Aceite de almendras dulces. Crema. Aceite de almendras dulces lanolina glicerina propilenglicol sorbitol. Envase con 235 ml,Pieza
010.000.1005.00,Tiroxina - triyodotironina. Tableta. Cada tableta contiene: Tiroxina 100 µg. Triyodotironina 20 µg. Envase con 50 tabletas,Pieza
010.000.1006.00,Calcio. Comprimido Efervescente. Cada comprimido contiene: Lactato gluconato de calcio 2.94 g. Carbonato de calcio 300 mg. equivalente a 500 mg de calcio ionizable. Envase con 12 comprimidos,Pieza
010.000.1007.00,Levotiroxina. Tableta. Cada tableta contiene: Levotiroxina sódica equivalente a 100 µg de levotiroxina sódica anhidra. Envase con 100 tabletas,Pieza
010.000.1022.00,Tiamazol. Tableta. Cada tableta contiene: Tiamazol 5 mg. Envase con 20 tabletas,Pieza
010.000.1041.00,Tolbutamida. Tableta. Cada tableta contiene: Tolbutamida 500 mg. Envase con 50 tabletas,Pieza
010.000.1042.00,Glibenclamida. Tableta. Cada tableta contiene: Glibenclamida 5 mg. Envase con 50 tabletas,Pieza
010.000.1050.00,Insulina humana. Suspensión Inyectable Acción INTERMEDIA NPH. Cada ml contiene: Insulina humana isófana (origen ADN recombinante) 100 UI ó Insulina zinc isófana humana (origen ADN recombinante) 100 UI. Envase con un frasco ámpula con 5 ml,Pieza
010.000.1050.01,Insulina humana. Suspensión Inyectable Acción INTERMEDIA NPH. Cada ml contiene: Insulina humana isófana (origen ADN recombinante) 100 UI ó Insulina zinc isófana humana (origen ADN recombinante) 100 UI. Envase con un frasco ámpula con 10 ml,Pieza
010.000.1051.00,Insulina humana. Solución Inyectable Acción Rápida Regular. Cada ml contiene: Insulina humana (origen ADN recombinante) 100 UI ó Insulina zinc isófana humana (origen ADN recombinante) 100 UI. Envase con un frasco ámpula con 5 ml,Pieza
010.000.1051.01,Insulina humana. Solución Inyectable Acción Rápida Regular. Cada ml contiene: Insulina humana (origen ADN recombinante) 100 UI ó Insulina zinc isófana humana (origen ADN recombinante) 100 UI. Envase con un frasco ámpula con 10 ml,Pieza
010.000.1061.00,Testosterona. Solución Inyectable. Cada ampolleta contiene: Enantato de testosterona 250 mg. Envase con ampolleta con 1 ml,Pieza
010.000.1062.00,Mesterolona. Tableta. Cada Tableta contiene: Mesterolona 25 mg. Envase con 10 Tabletas,Pieza
010.000.1081.00,Gonadotrofina coriónica. Solución Inyectable. Cada frasco ámpula o ampolleta con liofilizado contiene: Gonadotrofina coriónica 5 000 UI. Envase con 1 frasco ámpula y ampolleta con 2 ml de diluyente,Pieza
010.000.1081.01,Gonadotrofina coriónica. Solución Inyectable. Cada frasco ámpula o ampolleta con liofilizado contiene: Gonadotrofina coriónica 5 000 UI. Envase con 1 o 3 ampolletas o frascos viales y 1 o 3 ampolletas con 1 ml de diluyente,Pieza
010.000.1081.02,Gonadotrofina coriónica. Solución Inyectable. Cada frasco ámpula con liofilizado contiene Gonadotrofina coriónica 250 µg. Envase con un frasco ámpula con liofilizado y frasco ámpula o ampolleta con 1 ml de diluyente,Pieza
010.000.1093.00,Danazol. Cápsula o Comprimido. Cada Cápsula o Comprimido contiene: Danazol 100 mg. Envase con 50 Cápsulas o Comprimidos,Pieza
010.000.1094.00,Cabergolina. Tableta. Cada Tableta contiene: Cabergolina 0.5 mg. Envase con 2 Tabletas,Pieza
010.000.1094.01,Cabergolina. Tableta. Cada Tableta contiene: Cabergolina 0.5 mg. Envase con 4 Tabletas,Pieza
010.000.1095.00,Calcitriol. Cápsula de Gelatina blanda. Cada cápsula contiene: Calcitriol 0.25 µg. Envase con 50 cápsulas,Pieza
010.000.1096.00,Bromocriptina. Tableta. Cada Tableta contiene: Mesilato de bromocriptina equivalente a 2.5 mg de bromocriptina. Envase con 14 Tabletas,Pieza
010.000.1097.00,Desmopresina. Solución nasal. Cada ml contiene: Acetato de desmopresina equivalente a 89 µg de desmopresina. Envase nebulizador con 2.5 ml,Pieza
010.000.1098.00,Vitaminas A C y D. Solución. Cada ml contiene: Palmitato de Retinol 7000 a 9000 UI. Ácido ascórbico 80 a 125 mg. Colecalciferol 1400 a 1800 UI. Envase con 15 ml,Pieza
010.000.1099.00,Desmopresina. Tableta. Cada tableta contiene: Acetato de desmopresina 0.2 mg. equivalente a 178 µg de desmopresina. Envase con 30 tabletas,Pieza
010.000.1100.00,Paricalcitol. Solución Inyectable. Cada ampolleta contiene: Paricalcitol 5 µg. Envase con 5 ampolletas con 1 ml,Pieza
010.000.1101.00,Paricalcitol. Cápsula. Cada cápsula contiene: Paricalcitol 2 µg. Envase con 30 cápsulas,Pieza
010.000.1102.00,Paricalcitol. Cápsula. Cada cápsula contiene: Paricalcitol 4 µg. Envase con 30 cápsulas,Pieza
010.000.1206.00,Butilhioscina o hioscina. Gragea o Tableta. Cada Gragea o Tableta contiene: Bromuro de butilhioscina o butilbromuro de hioscina 10 mg. Envase con 10 Grageas o Tabletas,Pieza
010.000.1207.00,Butilhioscina o hioscina. Solución Inyectable. Cada ampolleta contiene: Bromuro de butilhioscina o butilbromuro de hioscina 20 mg. Envase con 3 ampolletas de 1 ml,Pieza
010.000.1208.00,Cisaprida. Suspensión Oral. Cada 100 ml contienen: Cisaprida 100 mg. Envase con 60 ml y dosificador,Pieza
